text,cluster,cluster_corrected
Voyez,167,
ecoutais,167,
IEst,168,
Genies,168,
IMt,169,
iM,169,
IM,169,
aimais,170,
sais,170,
niais,171,
MIais,171,
estimez,172,
IMes,172,
moitie,173,
IMoi,173,
Chenilles,174,
Les Chenilles,174,
fillesen,174,
Saint-Esprit,175,
Saint-,175,
Saint-Cloud,175,
"Saint-Germain-des-
Pres",176,
Saint-Germain-des-Pres,176,
Plantes,177,
ardin des Plantes,177,
Saint-Germain,178,
faubourg Saint-Germain,178,
Saint-Germainl,178,
clocher de Saint-Germain,179,
horloge de Saint-Germain,179,
abbe Germane,180,
"abbe
Germane",180,
abbe,180,
Germane,180,
Hospitalier,181,
d'Italie,181,
Italiens,181,
Italien,181,
Tiens,181,
l'Italie,181,
Italie,181,
abbe ruisselle,182,
Laisse,182,
suisse,182,
rue des,183,
rue de Lille,183,
rue des Dames,183,
Dames,183,
cette Bastille,184,
petille,184,
ISL5,185,
amisln,185,
Is1,185,
Marseille,186,
Conseille,186,
guide-ballon,187,
Allonsl,187,
tenonslo,187,
eleve Menalque,188,
Menalque,188,
eleves,188,
Parisl,189,
Paris,189,
Parisien,190,
Parisiens,190,
alle,191,
Vallee,191,
allezl,191,
Mlle,191,
val,191,
talle,191,
Allez,191,
Pier-,192,
Rana-Valo,192,
Mlle Pier-,192,
RAEvE,193,
REvE,193,
treve,193,
Combien,194,
Eh bien,194,
menton,195,
Confusement,195,
L'ENLEvEMENT,195,
Bientot,195,
Vraiment,195,
faiblement.z=-,196,
bleme,196,
reveillee,197,
reveillon,197,
val Quelquefois,198,
magnifiquel,198,
Arrivee,198,
Quelquefois,198,
Quels,198,
laquelle42,198,
Quelque,198,
arriere,199,
Serrieres,199,
Serrieres.n,199,
Serrieresl,199,
serrure,199,
"arriere-magasin.r8o
LE PETIT",199,
College,200,
Recollets,200,
"val
Quand je rentrai au college",200,
Vieux-College,200,
collegel,200,
bibliotheque du college,200,
Sarlandais,201,
Sarlande,201,
"college modele de
Sarlandel",201,
"PAPILLON
Grimpe",202,
Papillon,202,
PAPILLON,202,
"PAPILLON
Ehl",203,
"PAPILLON
Ehl bienl",203,
Vois,204,
voirl,204,
emouvoir,204,
voill,205,
voila,205,
Voilh,205,
Pretez,206,
srete,206,
discrete,206,
Arretez,206,
Rosellen,207,
Le Rosellen,207,
Rosel,208,
Rose,208,
"mien.2o
LE PETIT CHOSE",209,
"les86
LE PETIT CHOSE",209,
"plus54
LE PETIT CHOSE
LL",209,
"BeteI74
LE PETIT CHOSE",209,
"7LL-L-L
LE PETIT CHOSE",209,
Petit Chose,209,
"porte du collegel88
LE PETIT CHOSE",209,
"a6
LE PETIT CHOSE",209,
Chosel,210,
Choseln,210,
"Chosel
Or",210,
Chose.8,211,
Chose,211,
rLL---LL-LLL-L.L.L-LL,212,
LL7sLL-LL-L-L3,212,
"LLLLLLLLLLLLLLL-LL-LLLLLLLL-LLLLL-LL-L
Dieu",213,
LLLLLLLLLLLLL.LL-.L-,213,
LLLLLLL-LLLLLLLL-,213,
Jacques,214,
Iacques,214,
Jacquesl,214,
Villle,215,
Hacqueville,215,
11Aill,216,
aIl,216,
ILL',216,
betes,217,
bete,217,
tetes,218,
tete,218,
tE,219,
flte,219,
c6te,219,
