text,cluster,cluster_corrected
Esq,181.0,
1squnire,181.0,
Gcorgy,182.0,
Concord,182.0,
Corporal,182.0,
Cork,182.0,
Corsicnn,182.0,
Buuday,183.0,
daya,183.0,
slc,183.0,
Hornsey,184.0,
Hornby,184.0,
Holborn,184.0,
Rlorence,185.0,
Ience,185.0,
Providence,185.0,
Florence,185.0,
Manchester,186.0,
niue,186.0,
Wiuehester,186.0,
Westminster,186.0,
sueh,186.0,
"Lcicester
Bquare",186.0,
Rebeecca,187.0,
Rebecec,187.0,
Rebeeca,187.0,
Rebeecn,187.0,
consin,188.0,
Consul,188.0,
Peninsula,188.0,
Lnadyship,189.0,
Goernorship,189.0,
Ladyship,189.0,
Ladyslip,189.0,
lome,190.0,
Mahometan,190.0,
Iun,190.0,
"L
-a--",190.0,
Rome,190.0,
Tomeuvesiun,190.0,
ACESIO8a,190.0,
Bombay,191.0,
Bombasy,191.0,
dasys,191.0,
IInmpshire,192.0,
That Hampshire,192.0,
Champague,192.0,
Hampsteud,192.0,
HIampshire,192.0,
Hampshire,192.0,
IIampshire,192.0,
Iapshire,192.0,
Maintenon,193.0,
Sainut Martin's,193.0,
Spuain,193.0,
Spain,193.0,
Faro,194.0,
Louis,194.0,
Cimarosa,194.0,
Marouis,194.0,
Jemia,195.0,
Jemima,195.0,
Dearest George,196.0,
St. George's Hospital,196.0,
"St.
Gcorge's",196.0,
St. George's,196.0,
Bonaparty,197.0,
Japan,197.0,
papa2,197.0,
Christin,198.0,
Christchurch,198.0,
forer yearas,199.0,
chino,199.0,
Maraschino,199.0,
Schiool,199.0,
MIaras,199.0,
France,200.0,
Trnncis,200.0,
Fraucis,200.0,
grin-'`Brazil,201.0,
Brazil,201.0,
brazil,201.0,
heaen,202.0,
Caen,202.0,
Africa,203.0,
America,203.0,
Neamero,203.0,
oboy,204.0,
boyl kHe,204.0,
Anclia,205.0,
Ameclia,205.0,
Mmclia,205.0,
Amclia,205.0,
MAmclia,205.0,
"Stillbrook, Becky",206.0,
Stillbrook,206.0,
yenr,207.0,
cnrls,207.0,
Enrl,207.0,
Pnrlinmcnt,207.0,
Continent,208.0,
Lntin,208.0,
Bantings,208.0,
sospiri,209.0,
tres spirituelle,209.0,
Dundas,210.0,
Sundny,210.0,
bund,210.0,
Madrns,211.0,
the MIadras Rouds,211.0,
Mndras,211.0,
Madrs,211.0,
Madras,211.0,
wteh,212.0,
eHe,212.0,
wretehe,212.0,
Debrett,212.0,
Shylock,213.0,
Mliss lBullock,213.0,
Bulloeck,213.0,
Bullock,213.0,
Bulloeks,213.0,
Cutts,214.0,
Caleutta,214.0,
Calcutta,214.0,
Kew Gardens,215.0,
Hardenberg,215.0,
inn-gardens,215.0,
the Aurelius Garden,215.0,
Richelieu,216.0,
Jericho,216.0,
Richnond,216.0,
Richmond,216.0,
MIrs.,217.0,
MIrs,217.0,
Sehxueuelt,218.0,
"fell,-she",218.0,
Felthm,218.0,
Roc,219.0,
morocco,219.0,
Morocco,219.0,
moro,219.0,
uecn,220.0,
Thecn,220.0,
thecn,220.0,
Monseineur,221.0,
MIonsieur Isidor,221.0,
"itl
A",221.0,
Monsieur Isidor,221.0,
Monsieur,221.0,
Isidor,221.0,
Peterwaralin,222.0,
Peterwaradin,222.0,
Puppets,222.0,
Wildbad,223.0,
Wiesbaden,223.0,
Baden,223.0,
"Baden
Baden",223.0,
Rotterdam,224.0,
Gazette,224.0,
Wet,224.0,
Potztauscnd-Donncrwetter,224.0,
Ile,225.0,
Nile,225.0,
Yonder,226.0,
Loder,226.0,
Derby,226.0,
Alderney,226.0,
Podder,226.0,
yong,227.0,
Yon'rc,227.0,
Yon'll,227.0,
hpril,228.0,
Cumbrilge,228.0,
Brilge,228.0,
EEGE,229.0,
Siberia,229.0,
Egeria,229.0,
Desert,230.0,
the Ring of yde Park,230.0,
Paris,230.0,
the Pariser Hof,230.0,
Cape,231.0,
Swamptown,231.0,
Cape Town,231.0,
St.,232.0,
"Mount
St. Jolmn",232.0,
St. James's,232.0,
St. Vincent's,232.0,
St. Johu's,232.0,
St. Just,232.0,
St. Achenl,232.0,
YERY,233.0,
Eerybody,233.0,
Belginns,234.0,
Belgium iu,234.0,
Belgravia,234.0,
Belgium,234.0,
Fcltham,235.0,
Thames St.,235.0,
Chatham,235.0,
that1,235.0,
Thames,235.0,
Glenmalony,236.0,
Malonys,236.0,
Mal,236.0,
Decky,237.0,
IBecky,237.0,
lecky,237.0,
Bccky,237.0,
Beocky,237.0,
Becky,237.0,
Iecky,237.0,
stueco,238.0,
Blenheim,238.0,
Blecss,238.0,
Wales,238.0,
Stubbles,238.0,
Batavier,239.0,
Thavies Inn,239.0,
havc,239.0,
curcao,240.0,
Surrey,240.0,
Trcasurer,240.0,
Dover,241.0,
Sovecreign,241.0,
Soereign,241.0,
Sovereigns,241.0,
Russell squre,242.0,
Brussels,242.0,
Hussell,242.0,
