text,cluster,cluster_corrected
jaurais,137.0,
aur6,137.0,
auri,137.0,
demand6,138.0,
demandus  la maitress,138.0,
sane uger,139.0,
Bluanehe,139.0,
surveillanee,139.0,
tane6,139.0,
Jane,139.0,
maduama,140.0,
maman,140.0,
Maman,140.0,
Yatan,141.0,
VWatan,141.0,
rembedes,142.0,
jumbe,142.0,
ambeniwsrez,142.0,
ehagrin,143.0,
Grind-Hail,143.0,
ahagrin,143.0,
Grias,143.0,
ohagrin quon,143.0,
hagrin,143.0,
ohagrin,143.0,
grimuce,143.0,
rin,143.0,
ohigrin,143.0,
Grise,144.0,
Paris,144.0,
bris6,144.0,
Jappris,144.0,
prisr,144.0,
quolle lo put,145.0,
vollh,145.0,
ceu si e v-,145.0,
"pei e
olle",145.0,
marhal du hourg,146.0,
Bourges,146.0,
labourenrs,146.0,
ourg,146.0,
bourgt,146.0,
"bourg
- Elle",146.0,
hourg,146.0,
asast,147.0,
san,147.0,
asans,147.0,
dar asans rion,147.0,
lDieu,148.0,
Dien,148.0,
mareh6 lo beurro,149.0,
marehand,149.0,
marehanderai,149.0,
gns,150.0,
eonsere,150.0,
psgnsee,150.0,
lordinuaire,151.0,
Narie,151.0,
ILo,151.0,
Ilordinarie,151.0,
JiniiE:.A,152.0,
Tiier an,152.0,
ktii,152.0,
Eatce,153.0,
Eat-ee,153.0,
Louisl,154.0,
buis,154.0,
Louiso,154.0,
Louisjouissait,154.0,
Louial,154.0,
grdantlLouis,154.0,
louede,154.0,
Louist,154.0,
Iouis,154.0,
vaele,155.0,
"meles don-
nezl",155.0,
grele,155.0,
cele,155.0,
LiEelE,155.0,
Iois,156.0,
Sois,156.0,
sois,156.0,
toil,157.0,
moil,157.0,
Voilh,157.0,
voil,157.0,
Tlens,158.0,
paros,158.0,
nit do parlsr,158.0,
parlens,158.0,
torro,159.0,
pise de terre,159.0,
Berry,159.0,
terrOB,159.0,
In terre,159.0,
"mbre
Nannetto",160.0,
Mannette,160.0,
nankin,160.0,
mbr Nannette,160.0,
"mre
Nannette",160.0,
Nannettel,160.0,
mare Mannette,160.0,
Mettez,160.0,
Nannettoe,160.0,
Nannettef,160.0,
Nannetteo,160.0,
"mbre
Nannette",160.0,
Nannette,160.0,
Nannetts,160.0,
Mannette idsvant dngarensement,160.0,
Nannetto,160.0,
suupauda,161.0,
pau,161.0,
st Paul,161.0,
Jeanne.]ENANCI D JEANNH,162.0,
Jeannel,162.0,
eana,162.0,
Jeanno,162.0,
suf-JEANNR EPOLB EP MInE.,162.0,
betes3EANNR REN,162.0,
lJeanuet,162.0,
Jeann,162.0,
s3EANN,162.0,
JEANINR,162.0,
Aidez,163.0,
aid6,163.0,
id6o,163.0,
champ de lanne,164.0,
Etianne,164.0,
iiaa,164.0,
Iaanne,164.0,
lanne,164.0,
BANNR,164.0,
lespsi,165.0,
dress6,165.0,
bless6,165.0,
Chasun,166.0,
nnl,166.0,
Chamnnlhrs,166.0,
yest,167.0,
Diau,167.0,
Haues-loehes,167.0,
hestiaux,167.0,
Iaisse,168.0,
iaiis,168.0,
PAIII,168.0,
voyes-ee,169.0,
Voyez,169.0,
soyes,169.0,
n6tsre Voyons,169.0,
z Voyes,169.0,
